Ten_San_Pham,Tu_Gia,Den_Gia,Gia_Goc,Thuong_Hieu
Laptop gaming ACER Nitro 5 AN515-57-71H1 (i7-11800H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 10),34390000,0,35990000,ACER
Laptop MICROSOFT Surface Pro 8 (i5-1135G7/RAM 16GB/Onboard/256GB SSD/ Windows 11),59990000,0,0,MICROSOFT
Laptop GIGABYTE AORUS 17 XE4-73VN514GH (i7-12700H/RAM 16GB/GeForce RTX 3070Ti/1TB SSD/ Windows 11),45390000,0,53990000,GIGABYTE
Laptop Asus Vivobook X515MA-BR481W (N4020) (Bạc),8090000,0,8290000,ASUS
Laptop Asus Vivobook X515EP-EJ448W (i7-1165G7) (Bạc),18190000,0,18490000,ASUS
Laptop ASUS ROG Zephyrus G15 GA503RM-LN006W (Ryzen 7 6800HS/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),48690000,0,50990000,ASUS
Laptop ASUS ROG Strix G17 G713RM-LL016W (Ryzen 7 6800H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),46990000,0,49990000,ASUS
Laptop ASUS ROG Strix G17 G713RW-LL157W (Ryzen 7 6800H/RAM 16GB/GeForce RTX 3070Ti/1TB SSD/ Windows 11),59990000,0,0,ASUS
Laptop Lenovo Yoga 7 14ACN6-82N7002MVN (AMD Ryzen 5 5600U) (Xám),22990000,0,24990000,LENOVO
Laptop HP 15s-fq5079TU (6K799PA) (i5-1235U) (Bạc),17890000,0,0,HP
Laptop HP 15s-fq5104TU (6K7E4PA) (i7-1255U) (Bạc),19890000,0,0,HP
Laptop HP Pavilion 14-dv2033TU (6K769PA) (i5-1235U) (Vàng),18990000,0,0,HP
Laptop HP Pavilion 15-eg2057TU (6K787PA) (i5 1240P) (Bạc),18190000,0,18990000,HP
Laptop HP Pavilion 15-eg2055TU (6K785PA) (i7 1260P) (Vàng),21990000,0,22990000,HP
Laptop HP Pavilion 15-eg2056TU (6K786PA) (i5 1240P) (Vàng),18190000,0,18990000,HP
Laptop HP Pavilion 15-eg2063TU (6K791PA) (i3-1215U) (Bạc),14990000,0,0,HP
Laptop HP Pavilion X360 14-ek0059TU (6K7E1PA) (i3 1215U) (Xanh),15090000,0,16590000,HP
Laptop HP Pavilion X360 14-ek0057TU (6K7E0PA) (i5 1235U) (Bạc),20090000,0,20990000,HP
MacBook Pro M2 2022 13 inch (8GB/256GB SSD),29590000,0,33900000,APPLE
MacBook Pro M2 2022 13 inch (8GB/512GB SSD),33490000,33690000,39300000,APPLE
Laptop Asus Zenbook 14 OLED UX3402Z UX3402ZA-KM218W (14inch 90Hz/Intel Core i5-1240P/8GB/512GB SSD/Windows 11 Home/1.4kg),25490000,0,0,ASUS
Laptop HP ProBook 440 G9 (6M0Q8PA) (i3-1215U),16590000,0,0,HP
Laptop HP ProBook 450 G9 (6M107PA) (i7-1260P),26490000,0,27690000,HP
Laptop ACER Aspire 7 A715-43G-R8GA (Ryzen 5 5625U/RAM 8GB/RTX 3050/512GB SSD/ Windows 11),21990000,0,0,ACER
Laptop MSI Delta 15 A5EFK-094VN (AMD Ryzen 9-5900HX) (Xám),50990000,0,0,MSI
Laptop MSI Delta 15 A5EFK-095VN (AMD Ryzen 7-5800H) (Xám),45990000,0,0,MSI
Laptop HP 14s-dq5054TU (6R9M7PA) (i5-1235U) (Bạc),16690000,0,0,HP
Laptop HP 14s-dq5053TU (6R9M6PA) (i5-1235U) (Bạc),17690000,0,0,HP
Laptop HP 14s-dq5052TU (6T6R2PA) ( i7-1260P) (Bạc),19890000,0,0,HP
Laptop HP ProBook 450 G9 (6M0Z5PA) (i5-1240P ) (Bạc),21590000,0,22290000,HP
Laptop Asus UX5401Z UX5401ZAS-KN095W (i5-12500H) (XÁM),31690000,0,31990000,ASUS
Laptop HP Pavilion X360 14-ek0056TU (6L294PA) (i5-1235U/RAM 8GB/Onboard/512GB SSD/ Windows 11),21190000,0,0,HP
Laptop gaming ACER Nitro 5 AN515-46-R5Z2 (Ryzen 7 6800H/RAM 8GB/GeForce RTX 3050Ti/512GB SSD/ Windows 11),32990000,0,0,ACER
Laptop gaming ACER Nitro 5 AN515-46-R6QR (Ryzen 7 6800H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),40990000,0,0,ACER
MacBook Pro M2 2022 13 inch (16GB/256GB SSD),36390000,0,41449000,APPLE
Laptop Lenovo IdeaPad 3 15IML05 81WB01DXVN (15.6 Inch Full HD/Intel Core i3-10110U/8GB/256GB SSD/Windows 11 Home/1.7kg),11990000,0,0,LENOVO
Laptop gaming ASUS FX507ZE-HN093W (i7-12700H/RAM 8GB/GeForce RTX 3050Ti/512GB SSD/ Windows 11),28990000,0,0,ASUS
Laptop HP Elitebook 630 G9 (6M146PA) (i7-1255U/RAM 16GB/Onboard/512GB SSD/ Windows 11),27790000,0,0,HP
Laptop HP Probook 450 G9 (6M0Y9PA) (i5-1235U) (Bạc),21290000,0,21790000,HP
Laptop ASUS ROG Zephyrus GA503RS-LN778W (Ryzen 7 6800HS/RAM 32GB/GeForce RTX 3080/1TB SSD/ Windows 11),72490000,0,75990000,ASUS
Laptop ASUS ROG Flow GZ301ZE-LD6688W (i9-12900H/RAM 16GB/GeForce RTX 3050Ti/1TB SSD/ Windows 11),57290000,0,59990000,ASUS
Laptop ASUS ROG Strix SCAR G733CX-LL6789W (i9-12950HX/RAM 32GB/GeForce RTX 3080Ti/2TB SSD/ Windows 11),110990000,0,0,ASUS
Laptop Lenovo Ideapad 5 Pro - 14IAP7 -82SH002TVN (i5-1240P) (Xám),24290000,0,25990000,LENOVO
Laptop Lenovo Ideapad Gaming 3 - 15IAH7 -82S9006YVN (i5-12500H) (Xám),25990000,0,0,LENOVO
Laptop Lenovo Ideapad Gaming 3 - 15ARH7 -82SB007KVN (AMD Ryzen 7-6800H) (Trắng),26590000,0,28490000,LENOVO
Laptop HP EliteBook 640 G9 (6M154PA) (i5-1235U/RAM 8GB/Onboard/512GB SSD/ Windows 11),20090000,0,22090000,HP
Laptop HP Envy 16-h0034TX (6K7G0PA) (i7-12700H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),48990000,0,0,HP
Laptop HP X360 830 G9 (6Z963PA) (i7-1255U/RAM 8GB/Onboard/512GB SSD/ Windows 11 Pro),40990000,0,0,HP
Laptop HP 1040 G9 (6Z984PA) (i7-1255U/RAM 16GB/Onboard/512GB SSD/ Windows 11 Pro),43590000,0,0,HP
MacBook Pro M2 2022 13 inch (16GB/512GB SSD),40190000,44290000,44462000,APPLE
Laptop ASUS Gaming ROG Zephyrus GU603ZW-K8021W (i9-12900H/RAM 32GB/GeForce RTX 3070Ti/1TB SSD/ Windows 11),73990000,0,0,ASUS
MacBook Air M2 2022 13 inch (16GB/256GB SSD),29290000,29690000,36890000,APPLE
MacBook Air M2 2022 13 inch (16GB/512GB SSD),40890000,0,44770000,APPLE
Laptop Asus TUF Gaming FX506HM-HN366W (i7-11800H) (Đen),30590000,0,31990000,ASUS
Laptop Asus VivoBook Pro 16X OLED M7600RE-L2044W (AMD Ryzen R9-6900HX) (Bạc),33990000,0,38990000,ASUS
Laptop Lenovo IdeaPad 3 14IAU7-82RJ001DVN (i5-1235U) (Xanh),16590000,0,17790000,LENOVO
Laptop Lenovo IdeaPad 3 14IAU7-82RJ001CVN (i3-1215U) (Xanh),13590000,0,14490000,LENOVO
MacBook Pro M2 2022 13 inch (16GB/512GB SSD),40890000,0,44462000,APPLE
Laptop Gigabyte AORUS 5 SE4-73VN313SH (i7-12700H) (Đen),39190000,0,40990000,GIGABYTE
Laptop HP ProBook 450 G9 (6M103PA) (i7-1260P) (Bạc),25490000,0,25690000,HP
Laptop Dell Inspiron 14 T7420 N4I5021W (i5 -1235U) (Bạc),23190000,0,24890000,DELL
Laptop HP Envy X360 13-bf0095TU (76B15PA) ( i5-1230U) (Bạc),28090000,0,29390000,HP
Laptop ASUS ProArt W7600Z3A-L2048W (i9-12900H/RAM 32GB/RTX A3000/1TB SSD/ Windows 11),77790000,0,82990000,ASUS
Laptop ASUS ROG Strix G513RW - HQ152W (Ryzen 9 6900HX/RAM 16GB/RTX 3070 Ti/1TB SSD/ Windows 11),60090000,0,62990000,ASUS
Laptop ASUS ROG Zephyrus G14 GA402RK-L8072W (Ryzen 9 6900HS/RAM 32GB/RX 6800S/1TB SSD/ Windows 11),59190000,0,61990000,ASUS
Laptop ASUS ROG Strix SCAR 15 G533ZS-LN036W (i9-12900H/RAM 32GB/RTX 3080/2TB SSD/ Windows 11),79990000,0,0,ASUS
Laptop ASUS ROG Zephyrus G15 GA503RW-LN076W (Ryzen 9 6900HS/RAM 32GB/RTX 3070 Ti/1TB SSD/ Windows 11),51990000,0,60990000,ASUS
Laptop gaming Lenovo Legion 5 15ARH7-82RE002WVN (Ryzen 5 6600H/RAM 16GB/GeForce RTX 3050Ti/512GB SSD/ Windows 11),34590000,0,36990000,LENOVO
Laptop Lenovo Legion 5 15ARH7-82RE0036VN (AMD Ryzen 7-6800H) (Xám),36390000,0,38990000,LENOVO
Laptop gaming Lenovo Legion 5 15ARH7H-82RD003TVN (Ryzen 5 6600H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),38290000,0,40990000,LENOVO
Laptop Lenovo Legion 5 Pro 16IAH7H-82RF0045VN (i7-12700H) (Trắng),53190000,0,56990000,LENOVO
Laptop HP EliteBook x360 1040 G8 (6Z981PA) (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11 Pro),44990000,0,0,HP
Laptop HP EliteBook x360 1040 G8 (6Z983PA) (i7-1255U/RAM 16GB/Onboard/1TB SSD/ Windows 11 Pro),50990000,0,0,HP
Laptop ASUS ROG Strix Scar 15 G533ZW-LN134W (i9-12900H/RAM 32GB/RTX 3070Ti/1TB SSD/ Windows 11),69990000,0,0,ASUS
Laptop Asus Zenbook Pro 16X OLED UX7602ZM-ME107W (i9-12900H) (Đen),76390000,0,79990000,ASUS
Laptop Asus Asus Zenbook 14X OLED UX5401ZAS-KN130W (i5-12500H) (Xám),33990000,0,0,ASUS
Laptop HP Envy 16-h0033TX (6K7F9PA) (i9-12900H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),59990000,0,0,HP
Laptop gaming ASUS TUF Gaming A15 FA506IHRB-HN080W (Ryzen 5 4600H/RAM 8GB/GeForce GTX 1650/512GB SSD/ Windows 11),19990000,0,0,ASUS
Laptop GIGABYTE G5 KE (i5-12500H/RAM 8GB/RTX 3060/512GB SSD/ Windows 10),26890000,0,27990000,GIGABYTE
Laptop Lenovo ThinkBook 14 G4 IAP-21DH00B2VN (i3-1215U/RAM 8GB/Onboard/512GB SSD/ FreeDOS),16590000,0,17790000,LENOVO
Laptop Lenovo ThinkBook 14 G4 IAP-21DH00B0VN (i3-1215U/RAM 8GB/Onboard/256GB SSD/ FreeDOS),15790000,0,16900000,LENOVO
Laptop Lenovo ThinkBook 15 G4 IAP-21DJ00CWVN (i7-1255U/RAM 8GB/Onboard/512GB SSD/ Windows 11),24790000,0,26490000,LENOVO
Laptop Lenovo ThinkBook 15 G4 IAP-21DJ00CSVN (i7-1255U/RAM 8GB/GeForce MX550/512GB SSD/ Windows 11),25490000,0,27290000,LENOVO
Laptop Lenovo ThinkBook 16 G4+ IAP-21CY003FVN (i5-1240P/RAM 16GB/Onboard/512GB SSD/ Windows 11),27590000,0,29490000,LENOVO
Laptop Lenovo ThinkBook 16 G4+ IAP - 21CY003JVN (i5-12500H/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),33290000,0,35690000,LENOVO
Laptop Lenovo S14 G3 IAP-82TW000DVN (i3-1215U/RAM 8GB/Onboard/256GB SSD/ FreeDOS),13890000,0,14490000,LENOVO
Laptop Lenovo S14 G3 IAP-82TW002FVN (I3-1215U) (Xám),14690000,0,15390000,LENOVO
Laptop Lenovo S14 G3 IAP-82TW000FVN (I3-1215U) (Xám),15090000,0,15790000,LENOVO
Laptop Lenovo S14 G3 IAP-82TW000HVN (I5-1235U) (Xám),17190000,0,17990000,LENOVO
Laptop Lenovo S14 G3 IAP-82TW000LVN (I5-1235U) (Xám),16990000,0,19190000,LENOVO
Laptop ACER Swift 3 SF314-512-741L (NX.K7JSV.001) (i7-1260P/RAM 16GB/Onboard/1TB SSD/ Windows 11),26490000,0,30490000,ACER
Laptop ACER Aspire A315-59-321N (NX.K6TSV.009) (i3-1215U/RAM 8GB/Onboard/256GB SSD/ Windows 11),13690000,0,14290000,ACER
Laptop HP EliteBook Dragonfly G3 (6Z980PA) (i7-1255U) (Xanh),52590000,0,0,HP
Laptop HP EliteBook X360 1040 G9 (6Z982PA) (i7-1255U) (Bạc),49990000,0,0,HP
Laptop GIGABYTE G7 KE (i5-12500H/RAM 8GB/RTX 3060/512GB SSD/ Windows 11),27790000,0,29790000,GIGABYTE
Laptop gaming HP Victus 16-e1107AX (7C140PA) (Ryzen 5 6600H/RAM 8GB/GeForce RTX 3050/512GB SSD/ Windows 11),23490000,0,25490000,HP
Laptop HP Victus 16-d1187TX (7C0S4PA) (i7-12700H/RAM 8GB/GeForce RTX 3050/512GB SSD/ Windows 11),30390000,0,32990000,HP
Laptop gaming HP Victus 16-e1102AX (7C139PA) (Ryzen 7 6800H/RAM 16GB/GeForce RTX 3050Ti/512GB SSD/ Windows 11),29490000,0,31990000,HP
Laptop HP 14s-DQ5100TU (7C0Q0PA) (i5-1235U) (Bạc),17690000,0,0,HP
Laptop MSI Gaming GF63 Thin 11SC (i5-11400H/RAM 8GB/GTX 1650/512GB SSD/ Windows 11),15290000,0,19490000,MSI
Laptop HP 15s-fq2712TU (7C0X2PA) (i3-1115G4) (Bạc),11190000,0,12690000,HP
Laptop HP 15s-fq5161TU (7C0S2PA) (i5-1235U) (Xanh),16690000,0,18690000,HP
Laptop HP Pavilion 14-dv2075TU (7C0W2PA) (i5-1235U) (Bạc),16390000,0,19690000,HP
Laptop HP Pavilion 14-dv2076TU (7C0P4PA) (i5-1235U) (Vàng),17390000,0,18690000,HP
Laptop HP Victus 16-d1193TX (i5-12500H/RAM 8GB/RTX 3050/512GB SSD/ Windows 11),25690000,0,27690000,HP
Laptop HP Pavilion X360 14-ek0133TU (7C0P7PA) (i5-1235U) (Vàng),21190000,0,23190000,HP
Laptop HP Pavilion X360 14-ek0130TU (7C0P5PA) (3-1215U) (Vàng),17390000,0,0,HP
Laptop HP Pavilion X360 14-ek0131TU (7C0P6PA) (i3-1215U) (Xanh),16990000,0,0,HP
Laptop HP Pavilion 15-eg2084TU (7C0Q6PA) (i5-1240P) (Vàng),18790000,0,0,HP
Laptop HP Envy 16-h0205TX (7C0T2PA) (i9-12900H) (Bạc),65390000,0,0,HP
Laptop HP Envy 16-h0207TX (7C0T4PA) (i7-12700H) (Bạc),51990000,0,0,HP
Laptop HP Envy 16-h0206TX (7C0T3PA) ( i9-12900H) (Bạc),62990000,0,0,HP
Laptop HP EliteBook 830 G9 (6Z972PA) (i5-1235U) (Bạc),31990000,0,0,HP
Laptop HP EliteBook 830 G9 (6Z973PA) (i7-1255U) (Bạc),36990000,0,0,HP
Laptop HP EliteBook 840 G9 (6Z967PA) (i7-1255U) (Bạc),36990000,0,0,HP
Laptop HP 245 G9 (6L1N8PA) (AMD Ryzen 5 5625U) (Bạc),15390000,0,0,HP
Laptop HP 240 G8 (617K7PA) (i3-1115G4) (Bạc),12090000,0,0,HP
Laptop Lenovo Yoga 6 13ALC7-82UD000TVN (AMD Ryzen 5 5500U) (Xanh),20390000,0,21790000,LENOVO
Laptop HP Envy x360 13-bf0092TU (76V59PA) (i7-1250U/RAM 8GB/Onboard/512GB SSD/ Windows 11),30390000,0,32590000,HP
Laptop gaming HP Victus 15-fa0108TX (7C0X0PA) (i7-12700H/RAM 16GB/GeForce RTX 3050Ti/512GB SSD/ Windows 11),30490000,0,32990000,HP
Laptop ASUS Expertbook B5 Flip B5302FBA-LG0081W (i5-1235U/RAM 16GB/512GB SSD/ Windows 11),27890000,0,29490000,ASUS
Laptop ASUS Expertbook B5 B5302CBA-EG0084W (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11),26890000,0,28490000,ASUS
Laptop Dell Vostro 14 3420 (FD9GG) (i5-1235U) (Xám),20490000,0,20990000,DELL
Laptop ASUS Vivobook Pro 16 OLED K6602ZC-MX079W (i5-12450H/RAM 16GB/RTX 3050/512GB SSD/ Windows 11),30490000,0,32990000,ASUS
Laptop HP 240 G9 (6L1X7PA) (i3-1215U) (Bạc),13390000,0,14190000,HP
Laptop gaming HP Omen 16-n0085AX (Ryzen 9 6900HX/RAM 32GB/RTX 3070Ti/1TB SSD/ Windows 11),58990000,0,62890000,HP
Laptop ASUS ROG Strix SCAR 18 G834JY-N6039W (i9-13980HX/RAM 64GB/RTX 4090/2TB SSD/ Windows 11),99990000,0,117990000,ASUS
ASUS ROG Strix SCAR 16 G634JZ-N4029W (i9-13980HX/RAM 32GB/RTX 4080/1TB SSD/ Windows 11),69990000,0,86990000,ASUS
Laptop Asus Vivobook 14X M1403QA-LY024W (AMD Ryzen 7 5800H) (Bạc),16390000,0,17490000,ASUS
Laptop ASUS ROG Strix SCAR 15 G533ZM-LN2210W (i7-12700H/RAM 16GB/GeForce RTX 3060/512GB SSD/ Windows 11),35490000,0,43990000,ASUS
Laptop ACER Predator Helios 16 PH16-71-94N1 (NH.QJSSV.002) (i9-13900HX/RAM 32GB/GeForce RTX 4080/2TB SSD/ Windows 11),117790000,0,0,ACER
Laptop Acer Predator Helios 18 PH18-71-94SJ (NH.QKRSV.002) (i9-13900HX) (Đen),119990000,0,0,ACER
Laptop MSI Creator Z16 A11UET-285VN (i9-11900H) (Xám),66990000,0,0,MSI
Laptop Asus ROG Flow X16 GV601VV-NL016W (i9-13900H) (Đen),48990000,0,62990000,ASUS
Laptop Asus ROG Strix Scar 17 G733PZ-LL980W (AMD RYZEN 9 7945HX) (Đen),69990000,0,74990000,ASUS
Laptop Asus ROG Strix G18 G814JI-N6063W (i9-13980HX) (Xám),70990000,0,0,ASUS
Laptop Asus ROG Zephyrus G16 GU603VU-N3898W (i7-13620H),37990000,0,44990000,ASUS
Laptop MSI Katana 15 B13VEK-252VN (i7-13620H/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),25290000,0,27990000,MSI
Laptop HP 240 G9 - 6L1Y3PA (i5-1235U) (Bạc),19090000,0,20290000,HP
Laptop HP Probook 450 G9 - 6M0Y4PA (i3-1215U) (Bạc),17290000,0,0,HP
MacBook Pro 16 inch M2 Pro 2023 (16GB/1TB SSD),68090000,70390000,0,APPLE
MacBook Pro 14 inch M2 Pro 2023 (16GB/512GB SSD),45990000,52990000,0,APPLE
MacBook Pro 14 inch M2 Pro 2023 (16GB/1TB SSD),65090000,0,0,APPLE
MacBook Pro 16 inch M2 Pro 2023 (16GB/512GB SSD),52990000,65090000,65090000,APPLE
Laptop Asus Vivobook S 14 Flip TP3402VA-LZ031W (i5-13500H) (Bạc),21790000,0,21990000,ASUS
Laptop ASUS ROG Gaming G614JI-N4084W (i7-13650HX/RAM 16GB/1TB SSD/ Windows 11),43990000,0,50990000,ASUS
Laptop ASUS Gaming ROG GU604VI-NM779W (i9-13900H/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11),77990000,0,0,ASUS
Laptop gaming MSI Gaming Cyborg 15 A12VE-240VN (i7-12650H/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),21590000,0,25490000,MSI
Laptop Asus Zenbook UX8402VU-P1028W (i9-13900H) (Đen),60999000,0,64990000,ASUS
Laptop Asus Vivobook Pro 15 OLED K6502VU-MA090W (i9-13900H) (Bạc),38690000,0,40990000,ASUS
Macbook Pro 14 inch M2 Max 2023 (32GB/1TB SSD/12C CPU/30C GPU),61490000,81090000,80790000,APPLE
MacBook Pro 16 inch M2 Max 2023 (32GB/1TB SSD),91390000,0,0,APPLE
Laptop gaming MSI Cyborg 15 A12UCX-281VN (i5-12450H/RAM 8GB/GeForce RTX 2050/512GB SSD/ Windows 11),16190000,0,18990000,MSI
Laptop Asus TUF Gaming F15 FX506HF-HN014W (i5-11400H) (Đen),16290000,0,18990000,ASUS
Laptop gaming ASUS TUF Gaming A15 FA507NU-LP034W (Ryzen 7 7735HS/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),31490000,0,0,ASUS
Laptop LG Gram 2023 14ZD90R-G.AX52A5 (i5-1340P/RAM 8GB/256GB SSD),23990000,0,25990000,LG
Laptop LG Gram 2023 16ZD90R-G.AX55A5 (i5-1340P/RAM 16GB/512GB SSD),37990000,0,39990000,LG
Laptop LG Gram 2023 16Z90R-G.AH76A5 (i7-1360P/RAM 16GB/512GB SSD),37990000,0,46990000,LG
Laptop LG Gram 2023 17ZD90R-G.AX73A5 (i7-1360P/RAM 16GB/256GB SSD),40890000,0,42990000,LG
Laptop LG Gram 2023 14T90R-G.AH55A5 (i5-1340P/RAM 16GB/512GB SSD/ Windows 11),36090000,0,37990000,LG
Laptop Dell Inspiron 15 3530 (N3530-i3U085W11BLU) (i3-1305U) (Đen),12790000,0,14690000,DELL
Laptop Dell Inspiron 15 3530 (N3530-i5U085W11BLU) (i5-1335U) (Đen),18590000,0,0,DELL
MacBook Pro 14 inch M2 Pro 2023 (32GB/512GB SSD/10C CPU/16C GPU),58490000,0,62590000,APPLE
Laptop Acer Aspire 7 A715-76-57CY (NH.QGESV.004) (I5-12450H),13490000,0,16990000,ACER
Laptop ACER Predator Helios Neo PHN16-71-7460 (NH.QLTSV.004) (i7-13700HX/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),37190000,0,38990000,ACER
Laptop ACER Predator Helios 16 PH16-71-72BV (NH.QJRSV.001) (i7-13700HX/RAM 16GB/GeForce RTX 4070/512GB SSD/ Windows 11),53490000,0,55990000,ACER
Laptop HP Elitebook 630 G9 - 7K9H3PA (i5-1235U) (Bạc),22990000,0,23990000,HP
Laptop gaming ACER Nitro 17 Phoenix AN17-51-50B9 (i5-13500H/RAM 8GB/512GB SSD/ Windows 11),33890000,0,35490000,ACER
Laptop Dell Vostro 3520 V5I3614W1 (i3-1215U) (Xám),13490000,0,13990000,DELL
Laptop Asus ROG Zephyrus Duo 16 GX650PZ-NM031W (AMD Ryzen 9-7945HX) (Đen),89990000,0,112990000,ASUS
Laptop Asus Vivobook 14X OLED A1403ZA-KM066W (I5-12500H) (Xanh),16990000,0,21490000,ASUS
Laptop Asus Vivobook Go 15 E1504FA-NJ454W (AMD Ryzen 5-7520U) (Bạc),14190000,0,14490000,ASUS
Laptop Dell Vostro 3430 - 71011900 (i5-1335U) (Xám),16990000,0,20990000,DELL
Laptop HP 240 G9 i3-1215U (6L1X5PA) (i3-1215U) (bạc),13590000,0,0,HP
Laptop Asus Zenbook UX5304VA-NQ125W (i7-1355U) (Xám),32990000,0,39990000,ASUS
Laptop Asus VivoBook 15X OLED S3504VA-L1226W (i5-1340P) (Bạc),18490000,0,21990000,ASUS
Laptop MSI Creator Z16 HX Studio B13VFTO - 063VN (i7-13700HX) (Xám),61590000,0,68990000,MSI
Laptop MSI Creator M16 B13VE - 830VN (i7-13700H) (Đen),35990000,0,39990000,MSI
Laptop MSI Prestige 16 Studio A13VE - 214VN (i7-13700H) (Bạc),39990000,0,47990000,MSI
Laptop MSI Prestige 14 Evo B13M - 401VN (i5-13500H) (Bạc),23790000,0,26990000,MSI
Laptop Dell Vostro 15 3530 (80GG9) (i5-1335U) (Xám),16490000,0,18490000,DELL
Laptop ASUS Vivobook Go 14 E1404FA-NK113W (Ryzen 3 7320U/RAM 8GB/256GB SSD/ Windows 11),8490000,0,11490000,ASUS
Laptop Asus Vivobook Go 14 E1404FA-NK177W (AMD Ryzen 5 7520U) (Bạc),14190000,0,14490000,ASUS
Laptop gaming Lenovo Legion Slim 5 16IRH8 - 82YA00BUVN (i7-13700H/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),41990000,0,43990000,LENOVO
Laptop gaming Lenovo LOQ 15IRH8 - 82XV000PVN (i5-13420H/RAM 8GB/GeForce RTX 4050/512GB SSD/ Windows 11),28490000,0,30990000,LENOVO
Laptop gaming MSI Stealth 16 Studio A13VG-057VN (i9-13900H/RAM 32GB/GeForce RTX 4070/2TB SSD/ Windows 11),74990000,0,80990000,MSI
Laptop MSI Katana 15 B13VGK-1211VN (i7-13620H) (Đen),37890000,0,41990000,MSI
Laptop MSI Vector GP68HX 12VH-070VN (i9-12900HX) (Xám),53990000,0,61990000,MSI
Laptop MSI Raider GE78HX 13VI-408VN (i9-13980HX) (Đen),100190000,0,109990000,MSI
Laptop Acer Aspire 3 A314-36M-37FM (i3-N305) (Bạc),9590000,0,9990000,ACER
Laptop HP ProBook 440 G10 - 873A9PA (i5-1335U) (Bạc),19290000,0,21890000,HP
Laptop HP Elite x360 1040 G10 - 876D3PA (i7-1355U) (Bạc),46090000,0,48990000,HP
Laptop Asus TUF Gaming F15 FX507ZC4-HN099W (i7-12700H) (Xám),26990000,0,0,ASUS
Laptop Asus Vivobook X1404ZA-NK300W (i3-1215U) (Xanh),10990000,0,11290000,ASUS
Laptop HP 240 G10 - 8F136PA (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11),19590000,0,0,HP
Laptop HP 240 G10 - 8F139PA (i7-1355U/RAM 8GB/Onboard/512GB SSD/ Windows 11),18890000,0,20990000,HP
Laptop gaming ASUS TUF Gaming F15 FX507ZU4-LP054W (i7-12700H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),25990000,0,34990000,ASUS
Laptop ACER Swift 14 SF14-71T-75CV (NX.KERSV.003) (i7-13700H/RAM 32GB/Onboard/1TB SSD/ Windows 11),39190000,0,40990000,ACER
Laptop HP Elitebook 630 G10 - 873F2PA (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),27790000,0,0,HP
Laptop Lenovo Yoga Slim 6 14IRH8 - 83E0000VVN (i7-13700H) (Xám bạc),25890000,0,26890000,LENOVO
MacBook Pro 16 inch M2 Max 2023 (64GB/1TB SSD),94690000,0,100190000,APPLE
Laptop Lenovo LOQ 15APH8 - 82XT00AKVN (AMD Ryzen 7 7840HS) (Xám),24990000,0,28990000,LENOVO
Laptop Lenovo Legion Slim 5 16APH8 - 82Y9002YVN (AMD Ryzen 7 7840HS) (Xám),35990000,0,38990000,LENOVO
MacBook Pro 16 inch M3 Pro 2023 (36GB/512GB SSD),74490000,0,76590000,APPLE
MacBook Pro 16 inch M3 Max 2023 (48GB/1TB SSD),101990000,0,104690000,APPLE
MacBook Pro 14 inch M3 2023 (16GB/1TB SSD),49900000,0,49990000,APPLE
MacBook Pro 16 inch M3 Pro 2023 (18GB/1TB SSD),69990000,0,0,APPLE
Laptop Gigabyte G5 MF5-52VN353SH (i5-13500H) (Đen),24390000,0,25790000,GIGABYTE
Laptop GIGABYTE G5 MF5-H2VN353SH (i7-13620H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),24690000,0,27990000,GIGABYTE
Laptop GIGABYTE G6 KF-H3VN853SH (i7-13620H/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),28290000,0,29990000,GIGABYTE
Laptop Dell Vostro 3430 - 71021669 (i5-1335U/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),19290000,0,19990000,DELL
Laptop MSI Bravo 15 C7VFK-275VN (Ryzen 7 7735HS/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),27490000,0,28990000,MSI
Laptop MSI GP68HX 13VH-252VN (i9-13950HX/RAM 16GB/GeForce RTX 4080/1TB SSD/ Windows 11),56090000,0,61990000,MSI
